0.0000e+00,4.9285e-01,0.0000e+00,3.0964e-01,1.0000e+00,9.5291e-02,1.0000e+00,7.7494e-01,0.0000e+00,5.1289e-01,0.0000e+00,2.3309e-01,0.0000e+00,8.3688e-02,0.0000e+00,7.2752e-01,0.0000e+00,4.2482e-01,1.0000e+00,9.0062e-01,0.0000e+00,1.4298e-01,1.0000e+00,1.5861e-01,1.0000e+00,4.4462e-01,0.0000e+00,4.6032e-01,0.0000e+00,7.5309e-01,0.0000e+00,7.2400e-01,1.0000e+00,4.4107e-01,0.0000e+00,8.0384e-02,0.0000e+00,4.9426e-01,0.0000e+00,2.8369e-02
0.0000e+00,5.1878e-02,0.0000e+00,6.0090e-01,0.0000e+00,9.4059e-01,0.0000e+00,8.9601e-01,1.0000e+00,1.6387e-01,1.0000e+00,3.5363e-01,1.0000e+00,8.6099e-01,1.0000e+00,6.0810e-02,0.0000e+00,4.6837e-01,0.0000e+00,1.0904e-01,1.0000e+00,3.8160e-02,0.0000e+00,1.0116e-01,0.0000e+00,2.8924e-01,1.0000e+00,2.4083e-01,0.0000e+00,5.5212e-01,1.0000e+00,8.0094e-02,0.0000e+00,1.6875e-01,1.0000e+00,8.4951e-01,0.0000e+00,5.5469e-01,1.0000e+00,1.9931e-02
0.0000e+00,2.4672e-01,0.0000e+00,8.8381e-02,0.0000e+00,6.5732e-01,0.0000e+00,9.3500e-01,0.0000e+00,4.7977e-02,0.0000e+00,6.8043e-01,0.0000e+00,8.3828e-02,0.0000e+00,1.1711e-01,0.0000e+00,4.3923e-01,0.0000e+00,5.1542e-01,0.0000e+00,3.7326e-01,0.0000e+00,5.6373e-01,0.0000e+00,1.9346e-01,0.0000e+00,1.7699e-01,0.0000e+00,6.3852e-01,0.0000e+00,6.2808e-01,0.0000e+00,1.1473e-01,0.0000e+00,1.3063e-02,0.0000e+00,4.8848e-01,0.0000e+00,1.3019e-01
1.0000e+00,8.7727e-01,1.0000e+00,4.2068e-02,0.0000e+00,5.2326e-02,0.0000e+00,4.9078e-02,0.0000e+00,5.7132e-03,0.0000e+00,2.5662e-01,0.0000e+00,3.1297e-01,0.0000e+00,8.2990e-01,1.0000e+00,4.5437e-01,0.0000e+00,2.7288e-02,0.0000e+00,1.8614e-02,0.0000e+00,5.0362e-02,0.0000e+00,3.2400e-01,0.0000e+00,1.9524e-01,1.0000e+00,6.3902e-02,0.0000e+00,2.7838e-01,0.0000e+00,4.2264e-01,0.0000e+00,3.9249e-02,1.0000e+00,3.8648e-01,0.0000e+00,1.2825e-01
0.0000e+00,9.9174e-02,0.0000e+00,4.9676e-02,0.0000e+00,1.2270e-01,0.0000e+00,6.2417e-03,0.0000e+00,4.6190e-01,1.0000e+00,2.5323e-01,0.0000e+00,4.1286e-02,0.0000e+00,5.8738e-02,0.0000e+00,4.8994e-01,0.0000e+00,1.4471e-01,0.0000e+00,8.0433e-02,0.0000e+00,2.5386e-02,0.0000e+00,2.4367e-01,0.0000e+00,3.9088e-02,0.0000e+00,6.1897e-03,0.0000e+00,8.6316e-01,0.0000e+00,1.2536e-01,0.0000e+00,4.8769e-02,1.0000e+00,3.0787e-01,0.0000e+00,9.4326e-01
0.0000e+00,2.4356e-01,1.0000e+00,3.7584e-02,0.0000e+00,8.4348e-01,0.0000e+00,9.8759e-02,0.0000e+00,1.9637e-02,0.0000e+00,2.6921e-01,1.0000e+00,1.9498e-01,0.0000e+00,8.7488e-03,0.0000e+00,4.4256e-01,0.0000e+00,1.1490e-01,0.0000e+00,1.0259e-01,0.0000e+00,9.5072e-02,0.0000e+00,6.0045e-01,0.0000e+00,4.0295e-02,0.0000e+00,1.6312e-01,0.0000e+00,1.0445e-01,0.0000e+00,2.3685e-01,1.0000e+00,8.8826e-01,0.0000e+00,3.4191e-01,0.0000e+00,6.7276e-02
1.0000e+00,4.7527e-01,0.0000e+00,1.8519e-01,0.0000e+00,6.4742e-01,1.0000e+00,4.7910e-02,0.0000e+00,1.8542e-01,0.0000e+00,2.7367e-02,0.0000e+00,3.3482e-02,0.0000e+00,6.5490e-02,0.0000e+00,4.4035e-01,0.0000e+00,8.1596e-03,0.0000e+00,3.1329e-02,0.0000e+00,4.7770e-02,0.0000e+00,1.3291e-01,0.0000e+00,3.9433e-02,1.0000e+00,2.3265e-02,0.0000e+00,8.1756e-02,0.0000e+00,5.7439e-01,0.0000e+00,1.4237e-01,0.0000e+00,4.0248e-01,0.0000e+00,3.7215e-01
0.0000e+00,4.1316e-01,0.0000e+00,9.8906e-01,0.0000e+00,3.3346e-02,0.0000e+00,2.3241e-01,0.0000e+00,5.6301e-01,0.0000e+00,8.8021e-01,0.0000e+00,6.6476e-01,1.0000e+00,1.9728e-02,1.0000e+00,4.2476e-01,0.0000e+00,6.6181e-01,1.0000e+00,2.5982e-02,0.0000e+00,1.1165e-01,0.0000e+00,1.5693e-01,0.0000e+00,4.8072e-01,0.0000e+00,1.4636e-01,1.0000e+00,6.0360e-01,0.0000e+00,1.6456e-01,0.0000e+00,2.0359e-02,0.0000e+00,2.9190e-01,0.0000e+00,3.4200e-01
0.0000e+00,2.1694e-01,0.0000e+00,8.1367e-01,0.0000e+00,2.6558e-01,0.0000e+00,3.6221e-02,1.0000e+00,3.4168e-01,0.0000e+00,1.1087e-02,0.0000e+00,1.7091e-01,0.0000e+00,2.9360e-01,0.0000e+00,5.3850e-01,0.0000e+00,2.4823e-01,0.0000e+00,6.2756e-01,0.0000e+00,1.9137e-01,1.0000e+00,2.2123e-01,0.0000e+00,7.1563e-02,0.0000e+00,2.2961e-02,0.0000e+00,1.8536e-02,0.0000e+00,5.4180e-01,0.0000e+00,6.9561e-01,0.0000e+00,3.6579e-01,1.0000e+00,3.2386e-02
0.0000e+00,5.8223e-02,0.0000e+00,1.1218e-01,1.0000e+00,4.9549e-02,0.0000e+00,4.6550e-01,0.0000e+00,8.6923e-01,0.0000e+00,1.9158e-01,0.0000e+00,7.6666e-01,0.0000e+00,6.7121e-01,0.0000e+00,4.4746e-01,1.0000e+00,1.1047e-01,0.0000e+00,6.0829e-01,1.0000e+00,1.1980e-01,0.0000e+00,2.2257e-01,1.0000e+00,3.2520e-02,0.0000e+00,2.6289e-01,0.0000e+00,2.4279e-01,1.0000e+00,9.5206e-01,0.0000e+00,2.6787e-01,0.0000e+00,3.7154e-01,0.0000e+00,4.7035e-02
