30,5
6,2
30,5
6,2
26,9
4,4
29,6
3,5
25,10
3,5
29,6
3,5
21,14
3,5
25,10
6,2
33,2
6,2
24,11
4,4
32,3
5,3
26,9
5,3
31,4
7,1
28,7
6,2
25,10
5,3
28,7
4,4
21,14
4,4
31,4
7,1
15,20
1,7
28,7
5,3
