0.000e+00,0.000e+00,inf
0.000e+00,2.000e-01,3.250e-01
1.429e-01,2.000e-01,1.062e-01
1.429e-01,4.000e-01,9.689e-02
3.571e-01,4.000e-01,3.665e-02
3.571e-01,6.000e-01,3.572e-02
7.857e-01,6.000e-01,1.008e-02
7.857e-01,8.000e-01,7.204e-03
9.286e-01,8.000e-01,6.414e-03
9.286e-01,1.000e+00,6.185e-03
1.000e+00,1.000e+00,5.048e-03
1.000e+02,1.000e+02,1.000e+02
0.000e+00,0.000e+00,inf
0.000e+00,2.000e-01,9.586e-01
0.000e+00,4.000e-01,8.767e-01
2.857e-01,4.000e-01,4.505e-01
2.857e-01,6.000e-01,3.877e-01
4.286e-01,6.000e-01,2.329e-01
4.286e-01,8.000e-01,2.088e-01
7.857e-01,8.000e-01,1.299e-01
7.857e-01,1.000e+00,1.276e-01
1.000e+00,1.000e+00,2.269e-02
1.000e+02,1.000e+02,1.000e+02
0.000e+00,0.000e+00,inf
0.000e+00,2.000e-01,8.910e-01
0.000e+00,6.000e-01,7.358e-01
7.143e-02,6.000e-01,6.752e-01
7.143e-02,8.000e-01,6.051e-01
9.286e-01,8.000e-01,1.001e-02
9.286e-01,1.000e+00,8.013e-03
1.000e+00,1.000e+00,5.466e-03
1.000e+02,1.000e+02,1.000e+02
0.000e+00,0.000e+00,inf
0.000e+00,2.000e-01,6.718e-01
7.143e-02,2.000e-01,4.983e-01
7.143e-02,6.000e-01,2.903e-01
1.429e-01,6.000e-01,2.124e-01
1.429e-01,8.000e-01,1.918e-01
5.714e-01,8.000e-01,1.298e-01
5.714e-01,1.000e+00,1.205e-01
1.000e+00,1.000e+00,1.170e-02
1.000e+02,1.000e+02,1.000e+02
0.000e+00,0.000e+00,inf
0.000e+00,2.000e-01,9.516e-01
1.429e-01,2.000e-01,6.889e-01
1.429e-01,4.000e-01,5.970e-01
2.143e-01,4.000e-01,5.408e-01
2.143e-01,6.000e-01,5.190e-01
5.000e-01,6.000e-01,2.696e-01
5.000e-01,8.000e-01,1.704e-01
9.286e-01,8.000e-01,1.712e-02
9.286e-01,1.000e+00,1.045e-02
1.000e+00,1.000e+00,8.065e-03
1.000e+02,1.000e+02,1.000e+02
0.000e+00,0.000e+00,inf
0.000e+00,2.000e-01,5.377e-01
0.000e+00,4.000e-01,4.012e-01
2.143e-01,4.000e-01,2.529e-01
2.143e-01,6.000e-01,2.369e-01
7.857e-01,6.000e-01,6.741e-02
7.857e-01,8.000e-01,3.795e-02
8.571e-01,8.000e-01,3.754e-02
8.571e-01,1.000e+00,3.742e-02
1.000e+00,1.000e+00,2.534e-02
1.000e+02,1.000e+02,1.000e+02
0.000e+00,0.000e+00,inf
7.143e-02,0.000e+00,6.785e-01
1.429e-01,0.000e+00,6.235e-01
1.429e-01,2.000e-01,6.155e-01
5.000e-01,2.000e-01,4.111e-01
5.000e-01,4.000e-01,4.017e-01
6.429e-01,4.000e-01,3.338e-01
6.429e-01,6.000e-01,3.272e-01
7.143e-01,6.000e-01,3.054e-01
7.143e-01,1.000e+00,2.679e-01
1.000e+00,1.000e+00,2.335e-01
1.000e+02,1.000e+02,1.000e+02
0.000e+00,0.000e+00,inf
0.000e+00,2.000e-01,9.826e-01
2.143e-01,2.000e-01,8.055e-01
2.143e-01,4.000e-01,7.065e-01
5.000e-01,4.000e-01,3.500e-01
5.000e-01,6.000e-01,1.040e-01
6.429e-01,6.000e-01,7.291e-02
6.429e-01,8.000e-01,6.705e-02
1.000e+00,8.000e-01,2.527e-02
1.000e+00,1.000e+00,2.355e-02
1.000e+02,1.000e+02,1.000e+02
0.000e+00,0.000e+00,inf
7.143e-02,0.000e+00,9.066e-01
7.143e-02,8.000e-01,4.891e-01
1.429e-01,8.000e-01,4.776e-01
1.429e-01,1.000e+00,2.575e-01
1.000e+00,1.000e+00,6.069e-03
1.000e+02,1.000e+02,1.000e+02
0.000e+00,0.000e+00,inf
0.000e+00,2.000e-01,8.382e-01
0.000e+00,4.000e-01,6.285e-01
2.857e-01,4.000e-01,2.602e-01
2.857e-01,8.000e-01,1.639e-01
1.000e+00,8.000e-01,2.633e-02
1.000e+00,1.000e+00,1.482e-02
1.000e+02,1.000e+02,1.000e+02
0.000e+00,0.000e+00,inf
7.143e-02,0.000e+00,6.464e-01
7.143e-02,6.000e-01,4.474e-01
2.143e-01,6.000e-01,1.564e-01
2.143e-01,8.000e-01,1.314e-01
7.857e-01,8.000e-01,1.354e-02
7.857e-01,1.000e+00,1.342e-02
1.000e+00,1.000e+00,1.095e-02
1.000e+02,1.000e+02,1.000e+02
0.000e+00,0.000e+00,inf
7.143e-02,0.000e+00,9.344e-01
7.143e-02,4.000e-01,8.080e-01
1.429e-01,4.000e-01,6.005e-01
1.429e-01,6.000e-01,5.261e-01
2.143e-01,6.000e-01,4.307e-01
2.143e-01,1.000e+00,2.455e-01
1.000e+00,1.000e+00,4.925e-03
1.000e+02,1.000e+02,1.000e+02
0.000e+00,0.000e+00,inf
0.000e+00,2.000e-01,9.454e-01
0.000e+00,4.000e-01,8.694e-01
1.429e-01,4.000e-01,3.405e-01
1.429e-01,8.000e-01,1.120e-01
2.857e-01,8.000e-01,6.405e-02
2.857e-01,1.000e+00,3.703e-02
1.000e+00,1.000e+00,3.041e-03
1.000e+02,1.000e+02,1.000e+02
0.000e+00,0.000e+00,inf
0.000e+00,2.000e-01,8.756e-01
0.000e+00,4.000e-01,8.356e-01
2.857e-01,4.000e-01,3.855e-01
2.857e-01,6.000e-01,3.499e-01
4.286e-01,6.000e-01,3.295e-01
4.286e-01,8.000e-01,2.126e-01
5.000e-01,8.000e-01,1.134e-01
5.000e-01,1.000e+00,1.115e-01
1.000e+00,1.000e+00,1.784e-02
1.000e+02,1.000e+02,1.000e+02
0.000e+00,0.000e+00,inf
0.000e+00,2.000e-01,8.504e-01
0.000e+00,6.000e-01,8.365e-01
7.143e-02,6.000e-01,4.620e-01
7.143e-02,8.000e-01,4.369e-01
7.857e-01,8.000e-01,2.466e-02
7.857e-01,1.000e+00,2.355e-02
1.000e+00,1.000e+00,9.139e-03
1.000e+02,1.000e+02,1.000e+02
0.000e+00,0.000e+00,inf
0.000e+00,2.000e-01,5.642e-01
7.143e-02,2.000e-01,5.583e-01
7.143e-02,6.000e-01,5.351e-01
3.571e-01,6.000e-01,5.010e-01
3.571e-01,8.000e-01,4.864e-01
7.143e-01,8.000e-01,4.446e-01
7.143e-01,1.000e+00,4.283e-01
1.000e+00,1.000e+00,3.596e-01
1.000e+02,1.000e+02,1.000e+02
0.000e+00,0.000e+00,inf
0.000e+00,2.000e-01,9.641e-01
7.143e-02,2.000e-01,2.589e-01
7.143e-02,4.000e-01,2.233e-01
2.143e-01,4.000e-01,1.271e-01
2.143e-01,6.000e-01,1.170e-01
3.571e-01,6.000e-01,9.744e-02
3.571e-01,8.000e-01,6.829e-02
8.571e-01,8.000e-01,1.721e-02
8.571e-01,1.000e+00,4.446e-03
1.000e+00,1.000e+00,2.417e-03
1.000e+02,1.000e+02,1.000e+02
0.000e+00,0.000e+00,inf
7.143e-02,0.000e+00,8.749e-01
7.143e-02,4.000e-01,8.091e-01
1.429e-01,4.000e-01,3.863e-01
1.429e-01,6.000e-01,3.431e-01
2.143e-01,6.000e-01,2.664e-01
2.143e-01,8.000e-01,2.306e-01
7.857e-01,8.000e-01,9.709e-03
7.857e-01,1.000e+00,8.597e-03
1.000e+00,1.000e+00,4.981e-03
1.000e+02,1.000e+02,1.000e+02
0.000e+00,0.000e+00,inf
7.143e-02,0.000e+00,9.782e-01
1.429e-01,0.000e+00,8.860e-01
1.429e-01,4.000e-01,8.373e-01
4.286e-01,4.000e-01,5.382e-01
4.286e-01,6.000e-01,3.985e-01
5.000e-01,6.000e-01,2.962e-01
5.000e-01,8.000e-01,2.676e-01
1.000e+00,8.000e-01,5.192e-03
1.000e+00,1.000e+00,3.452e-03
1.000e+02,1.000e+02,1.000e+02
0.000e+00,0.000e+00,inf
7.143e-02,0.000e+00,7.550e-01
7.143e-02,2.000e-01,5.680e-01
1.429e-01,2.000e-01,5.422e-01
1.429e-01,8.000e-01,1.368e-01
9.286e-01,8.000e-01,2.327e-02
9.286e-01,1.000e+00,4.666e-03
1.000e+00,1.000e+00,3.960e-03
