,n_estimators,max_depth,learning_rate,colsample_bynode,reg_lambda
0,100,2,0.1,0.1,0.1
1,100,3,0.3,0.2,0.1
2,100,3,0.5,0.1,0.1
3,100,3,0.01,0.4,20.0
4,200,2,0.01,1.0,10.0
5,200,2,0.1,0.2,20.0
6,100,2,0.5,0.2,1.0
7,100,4,0.5,0.2,0.1
8,100,3,0.3,0.4,1.0
9,100,3,0.5,0.4,0.1
10,100,2,0.1,0.1,0.1
11,100,3,0.5,0.2,1.0
12,100,3,0.5,0.2,1.0
13,100,2,0.5,0.6,1.0
14,100,3,0.5,0.1,1.0
15,100,2,0.1,0.4,1.0
16,100,2,0.3,0.4,10.0
17,100,2,0.3,0.1,0.1
18,200,3,0.3,0.8,20.0
19,100,2,0.1,0.8,1.0
