14,0
5,0
10,4
3,2
11,3
1,4
14,0
4,1
8,6
2,3
14,0
4,1
10,4
4,1
8,6
3,2
12,2
1,4
11,3
3,2
11,3
1,4
11,3
2,3
13,1
3,2
8,6
2,3
11,3
1,4
9,5
1,4
13,1
4,1
10,4
1,4
7,7
1,4
12,2
3,2
