6,3
0,6
8,1
3,3
4,5
0,6
5,4
2,4
8,1
2,4
6,3
3,3
7,2
1,5
7,2
2,4
8,1
0,6
5,4
1,5
8,1
3,3
5,4
1,5
7,2
4,2
5,4
1,5
7,2
2,4
8,1
3,3
5,4
1,5
6,3
2,4
6,3
1,5
8,1
3,3
